timestamp,likesCount,commentsCount
2016-03-31T21:23:45.000Z,13991,991
2016-08-30T17:02:24.000Z,36529,232
2016-03-19T17:15:31.000Z,18989,240
2016-03-21T22:20:53.000Z,11500,79
2016-03-25T17:13:42.000Z,17202,178
2016-03-23T16:17:28.000Z,23754,1874
2016-03-22T16:28:39.000Z,26559,425
2016-03-25T19:42:31.000Z,27988,2444
2016-04-09T17:06:08.000Z,26360,394
2017-04-22T15:29:00.000Z,85791,1063
2016-03-21T18:54:45.000Z,23076,496
2016-03-13T18:00:54.000Z,11076,98
2016-03-18T14:59:28.000Z,17417,354
2016-05-10T15:33:58.000Z,30504,214
2016-04-01T01:39:34.000Z,13089,324
2016-03-10T18:24:23.000Z,13959,103
2016-03-08T17:37:06.000Z,17965,326
2016-02-11T16:42:11.000Z,14091,196
2016-02-12T06:53:57.000Z,20010,455
2016-02-16T18:22:05.000Z,11555,156
2016-04-01T03:55:30.000Z,25814,1499
2016-05-26T17:26:27.000Z,43937,668
2016-06-19T17:33:15.000Z,34369,425
2016-02-10T07:05:42.000Z,28265,276
2016-01-24T17:57:23.000Z,28090,559
2016-01-22T21:20:57.000Z,18684,98
2016-02-04T17:45:18.000Z,12523,53
2016-04-28T13:07:44.000Z,17733,109
2015-12-30T18:03:18.000Z,22201,415
2016-01-10T18:21:19.000Z,23999,492
2016-01-07T19:06:48.000Z,14854,75
2016-01-26T20:11:03.000Z,21808,226
2016-01-16T21:29:25.000Z,14950,538
2016-04-07T14:32:35.000Z,23556,357
2016-01-09T17:40:55.000Z,13816,55
2016-02-17T17:41:32.000Z,17995,146
2016-03-15T22:16:06.000Z,28655,1590
2016-04-08T15:52:30.000Z,15201,107
2016-04-03T17:33:53.000Z,19242,145
2016-03-03T18:13:16.000Z,22864,373
2016-02-01T18:11:55.000Z,13362,193
2016-01-12T18:44:08.000Z,18823,1090
2016-02-21T19:30:37.000Z,14404,197
2016-02-25T17:40:30.000Z,19623,194
2015-12-26T23:21:21.000Z,18190,248
2015-12-10T16:03:28.000Z,15946,175
2015-12-03T15:23:57.000Z,16151,103
2015-12-12T11:56:43.000Z,13814,83
2016-01-21T19:36:34.000Z,15881,95
2015-12-09T15:15:07.000Z,14824,112
2015-12-21T21:36:11.000Z,13536,56
2015-12-12T17:31:11.000Z,11425,49
2016-08-12T15:56:48.000Z,31610,256
2016-03-31T19:29:32.000Z,16706,330
2016-03-12T22:33:29.000Z,11199,156
2015-11-23T12:45:47.000Z,16635,98
2015-12-13T10:10:50.000Z,8757,34
2015-11-01T10:23:18.000Z,11882,42
2016-04-07T18:37:24.000Z,26715,590
2015-11-19T18:32:34.000Z,17951,1228
2015-11-12T11:26:58.000Z,15451,606
2015-12-02T16:55:13.000Z,14796,76
2015-11-01T18:43:09.000Z,15102,151
2015-11-21T09:43:50.000Z,20936,225
2015-10-26T13:46:46.000Z,5487,36
2015-10-14T18:04:50.000Z,18908,340
2015-10-19T17:19:43.000Z,20213,370
2016-04-23T08:05:24.000Z,25152,88
2015-10-01T18:46:42.000Z,21012,1786
2015-10-04T19:35:16.000Z,15168,378
2016-02-29T17:11:04.000Z,12281,36
2015-12-25T17:14:42.000Z,16758,232
2015-11-24T16:37:50.000Z,15874,561
2015-11-18T15:37:50.000Z,10964,133
2015-09-30T04:09:37.000Z,6031,20
2015-09-25T10:45:52.000Z,13247,140
2015-09-27T20:24:46.000Z,14497,198
2015-09-11T21:05:41.000Z,35372,2620
2015-09-05T18:14:48.000Z,15096,262
2015-09-26T18:46:22.000Z,10629,138
2015-10-08T16:04:49.000Z,14867,134
2015-11-29T18:47:32.000Z,20190,216
2015-09-17T17:33:19.000Z,12641,108
2015-09-25T16:35:04.000Z,12697,100
2015-08-29T17:15:58.000Z,11521,102
2015-09-02T14:41:10.000Z,11990,237
2015-09-04T16:07:45.000Z,13924,97
2015-08-26T09:56:46.000Z,12152,97
2015-08-13T17:06:57.000Z,10595,254
2015-10-28T18:02:15.000Z,10984,49
2015-08-21T12:03:40.000Z,11879,74
2015-09-04T11:16:33.000Z,13127,100
2015-09-05T16:20:40.000Z,11386,84
2015-11-04T17:01:46.000Z,12613,108
2015-08-09T17:24:50.000Z,8237,69
2015-08-23T17:22:54.000Z,16258,256
2015-08-14T16:20:23.000Z,13386,282
2015-08-21T15:23:56.000Z,11624,91
2015-08-06T14:59:47.000Z,25270,3228
2015-08-10T15:14:40.000Z,7937,83
2015-08-20T14:59:21.000Z,12978,139
2015-09-30T04:10:28.000Z,17091,1393
2016-01-16T02:32:30.000Z,17855,150
2015-10-16T19:28:51.000Z,12848,124
2015-09-28T16:00:43.000Z,16883,596
2015-09-19T19:01:33.000Z,10702,130
2015-12-08T15:34:41.000Z,17960,280
2015-12-08T11:48:05.000Z,20012,392
2015-10-22T15:51:28.000Z,18271,181
2015-07-26T17:25:24.000Z,10275,91
2015-07-05T14:46:40.000Z,9966,60
2015-07-15T19:53:04.000Z,10193,79
2015-07-24T16:58:15.000Z,14559,173
2015-07-05T20:14:40.000Z,7740,60
2015-07-14T19:03:50.000Z,11471,414
2015-06-26T20:52:13.000Z,15991,474
2015-07-04T17:04:20.000Z,10946,145
2015-06-26T17:55:13.000Z,7146,172
2015-06-27T16:02:22.000Z,7999,155
2015-06-21T16:57:30.000Z,8013,114
2015-06-22T01:45:20.000Z,8260,34
2015-09-14T19:20:26.000Z,15965,176
2015-07-10T08:34:36.000Z,10137,62
2015-05-14T18:06:16.000Z,10670,177
2015-05-26T08:51:20.000Z,13291,393
2015-04-29T08:08:32.000Z,10790,133
2015-04-23T19:13:58.000Z,7539,70
2015-04-23T08:17:12.000Z,7308,72
2015-05-09T16:55:38.000Z,9153,74
2015-06-13T17:52:39.000Z,7560,66
2015-07-09T10:44:17.000Z,14066,279
2015-05-17T17:32:10.000Z,11508,187
2015-04-18T07:41:43.000Z,8682,94
2015-06-23T17:09:37.000Z,9265,226
2015-10-15T18:33:59.000Z,19895,360
2015-03-24T17:04:39.000Z,7093,467
2015-05-18T18:32:35.000Z,7306,44
2015-03-11T10:49:18.000Z,10741,154
2015-04-19T17:25:30.000Z,11633,226
2015-03-30T19:14:27.000Z,7118,120
2015-02-28T19:04:15.000Z,7520,95
2015-03-12T13:27:04.000Z,3866,19
2015-03-31T23:42:27.000Z,6915,102
2015-02-17T18:21:50.000Z,7896,74
2015-05-14T15:34:59.000Z,10393,116
2015-02-18T19:30:40.000Z,8894,261
2015-02-19T17:19:18.000Z,7278,81
2015-03-19T15:36:53.000Z,6495,71
2015-02-04T18:05:16.000Z,7308,115
2015-03-26T21:41:39.000Z,5623,106
2015-02-09T17:23:19.000Z,7502,130
2015-02-23T18:52:49.000Z,6804,49
2015-01-19T20:04:40.000Z,6313,118
2015-01-29T20:03:14.000Z,8153,74
2015-02-20T17:45:47.000Z,6442,92
2015-01-16T19:19:36.000Z,7564,89
2015-07-31T16:49:23.000Z,12038,120
2015-01-27T23:56:46.000Z,7373,65
2015-04-04T17:10:03.000Z,10610,251
2015-04-30T14:43:03.000Z,8668,324
2015-01-12T19:25:33.000Z,6094,69
2015-01-13T17:14:15.000Z,6094,76
2015-08-04T17:10:49.000Z,9991,122
2015-01-30T18:20:13.000Z,6702,100
2014-12-16T18:43:38.000Z,7852,390
2014-12-18T18:14:59.000Z,7114,114
2015-06-25T21:46:41.000Z,7648,115
2015-01-07T18:04:50.000Z,7252,108
2014-12-12T21:10:00.000Z,4925,26
2014-12-08T20:29:15.000Z,6931,115
2014-12-01T22:36:12.000Z,6552,78
2014-11-26T17:11:27.000Z,4483,89
2015-06-16T17:49:37.000Z,7714,96
2014-11-25T19:37:56.000Z,5968,288
2014-12-01T19:19:11.000Z,7152,68
2014-12-23T23:20:27.000Z,6375,59
2014-11-28T18:12:13.000Z,7732,156
2015-01-15T17:34:29.000Z,10732,645
2014-12-03T17:55:14.000Z,6715,84
2015-03-13T16:37:37.000Z,6516,76
2014-12-18T21:32:07.000Z,6291,81
2015-03-25T22:32:37.000Z,6988,66
2014-11-08T22:24:53.000Z,4939,66
2014-11-05T20:06:33.000Z,4985,29
2014-11-18T16:52:16.000Z,3899,31
2015-04-12T18:10:45.000Z,11469,131
2014-10-30T20:53:52.000Z,5978,56
2014-11-01T23:23:50.000Z,6029,68
2014-11-04T19:37:35.000Z,5669,56
2014-10-29T18:28:42.000Z,4885,96
2014-10-28T18:04:42.000Z,5055,24
2014-10-27T22:35:56.000Z,6750,118
2014-11-21T19:23:42.000Z,5386,103
2014-10-26T22:18:48.000Z,4865,57
2014-10-24T21:27:03.000Z,6153,59
2014-11-24T19:57:42.000Z,5919,73
2015-02-11T19:36:13.000Z,6819,75
2014-10-23T15:55:36.000Z,5090,34
2014-11-10T23:44:03.000Z,6069,107
2014-12-04T23:33:52.000Z,4907,22
2014-10-21T17:19:17.000Z,7085,138
2015-01-22T19:58:49.000Z,8753,121
2015-02-02T20:03:38.000Z,6576,38
2014-10-20T18:23:27.000Z,6036,42
2015-01-14T23:53:00.000Z,6343,35
2014-10-14T19:17:20.000Z,5871,75
2014-10-08T16:38:41.000Z,4046,47
2014-10-10T06:55:38.000Z,6806,239
2014-10-07T17:50:35.000Z,4915,27
2014-10-07T23:01:01.000Z,7527,89
2014-10-11T19:57:33.000Z,7464,89
2014-10-15T16:39:20.000Z,5802,45
2014-10-06T23:33:32.000Z,6226,56
2014-12-28T23:02:41.000Z,6455,84
2014-10-16T16:46:57.000Z,7514,284
2015-02-27T18:59:53.000Z,5309,50
2014-10-10T02:37:02.000Z,3070,65
2014-12-22T21:14:35.000Z,5981,51
2014-11-11T19:10:19.000Z,9013,218
2015-01-08T19:34:37.000Z,6440,63
2014-12-02T21:25:34.000Z,6692,109
2014-12-15T23:38:37.000Z,4992,20
2015-02-13T18:52:26.000Z,5921,36
2014-12-12T00:18:14.000Z,4824,17
2014-10-22T19:37:14.000Z,5029,26
2014-11-14T18:12:41.000Z,6230,117
2014-11-13T20:11:25.000Z,5705,35
2015-07-10T17:34:34.000Z,15138,271
2015-12-13T16:40:17.000Z,18927,285
2015-01-29T18:17:16.000Z,6115,48
2014-11-12T16:56:18.000Z,8071,254
2015-06-15T18:21:29.000Z,9097,63
2015-01-13T18:59:17.000Z,9441,308
2015-04-15T17:43:50.000Z,10201,208
2014-11-19T21:03:39.000Z,5670,45
2014-10-31T17:33:41.000Z,3560,38
2015-06-12T17:44:15.000Z,7701,155
2014-10-13T20:40:26.000Z,6114,74
2015-01-20T21:57:35.000Z,6758,67
2015-02-24T19:46:56.000Z,8568,157
2014-11-10T21:23:27.000Z,6978,104
2014-09-30T22:05:00.000Z,5432,47
2014-10-04T19:06:43.000Z,4973,31
2014-12-10T17:19:10.000Z,5714,72
2014-10-02T16:00:52.000Z,6592,318
