"view_count","reply_count","retweet_count","favorite_count","quote_count","created_at"
,"3","1","18","0","2022-10-31T19:22:01.000Z"
,"3","21","197","0","2022-10-31T19:30:10.000Z"
,"1","2","26","1","2022-10-31T18:10:44.000Z"
,"1","22","168","0","2022-10-30T19:00:10.000Z"
"3463","1","4","38","1","2022-10-30T16:01:11.000Z"
,"0","8","136","1","2022-10-29T19:00:12.000Z"
"3666","1","14","77","0","2022-10-29T15:01:28.000Z"
,"4","22","216","8","2022-10-27T17:31:09.000Z"
,"0","7","73","1","2022-10-28T19:28:05.000Z"
,"0","7","82","0","2022-10-28T19:40:05.000Z"
"4015","0","11","102","2","2022-10-28T17:01:17.000Z"
,"10","49","742","8","2022-10-28T00:54:04.000Z"
,"9","6","73","0","2022-10-27T13:13:41.000Z"
,"2","13","160","0","2022-10-27T16:40:04.000Z"
,"4","12","139","0","2022-10-26T20:30:11.000Z"
,"4","33","360","0","2022-10-18T00:20:46.000Z"
,"0","2","6","0","2022-10-26T17:22:22.000Z"
"4603","1","12","149","2","2022-10-26T15:40:37.000Z"
,"2","7","105","0","2022-10-25T20:15:05.000Z"
"5837","14","29","167","4","2022-10-25T17:49:58.000Z"
,"4","22","160","1","2022-10-19T22:49:43.000Z"
,"2","15","137","0","2022-10-24T16:30:17.000Z"
,"1","8","120","0","2022-10-23T18:00:13.000Z"
"3494","0","3","40","0","2022-10-23T14:42:38.000Z"
,"3","12","168","0","2022-10-22T19:30:07.000Z"
"3525","2","2","44","0","2022-10-22T16:01:58.000Z"
,"3","16","140","2","2022-10-21T18:00:24.000Z"
"2778","2","7","81","2","2022-10-21T13:00:58.000Z"
,"3","28","289","3","2022-10-20T13:21:04.000Z"
,"1","9","125","0","2022-10-19T19:46:04.000Z"
"3118","2","14","98","2","2022-10-19T14:18:41.000Z"
,"1","9","107","0","2022-10-18T20:35:06.000Z"
"4725","2","23","149","2","2022-10-18T13:50:35.000Z"
,"0","4","16","1","2022-10-17T16:13:13.000Z"
,"6","20","170","2","2022-10-17T17:50:20.000Z"
"4901","2","9","89","0","2022-10-16T18:00:43.000Z"
,"4","9","163","1","2022-10-16T13:00:14.000Z"
,"2","8","141","0","2022-10-15T18:00:16.000Z"
"4974","2","12","154","0","2022-10-15T13:00:44.000Z"
,"2","12","153","0","2022-10-14T20:37:04.000Z"
"4458","5","21","115","6","2022-10-14T16:42:54.000Z"
,"5","18","160","0","2022-10-13T20:00:18.000Z"
"3968","5","10","119","1","2022-10-13T16:51:01.000Z"
,"2","6","90","0","2022-10-12T12:00:19.000Z"
,"2","7","108","0","2022-10-11T18:00:27.000Z"
"4247","5","16","185","1","2022-10-11T12:00:44.000Z"
,"4","34","409","1","2022-10-10T13:00:35.000Z"
,"4","16","245","0","2022-10-09T18:00:13.000Z"
"6561","3","13","137","3","2022-10-09T13:01:08.000Z"
,"2","17","220","3","2022-10-08T13:00:19.000Z"
,"2","15","264","1","2022-10-07T19:43:04.000Z"
"4026","4","15","113","1","2022-10-07T16:31:55.000Z"
,"0","4","18","1","2022-10-04T07:39:07.000Z"
,"1","27","227","1","2022-10-06T20:06:04.000Z"
"4493","6","9","126","1","2022-10-06T16:41:32.000Z"
,"2","10","117","0","2022-10-05T19:45:06.000Z"
,"1","5","57","0","2022-10-05T19:26:35.000Z"
"3950","2","9","95","1","2022-10-05T17:01:18.000Z"
,"6","24","336","2","2022-10-04T13:00:29.000Z"
,"1","11","118","1","2022-10-03T19:41:38.000Z"
"59213","8","51","483","9","2022-10-03T13:01:10.000Z"
"5585","3","17","150","1","2022-10-02T19:55:48.000Z"
,"1","16","226","2","2022-10-02T16:33:03.000Z"
,"2","8","159","0","2022-10-01T19:00:12.000Z"
"4133","4","27","131","3","2022-10-01T14:42:50.000Z"
,"3","16","150","1","2022-09-30T19:30:10.000Z"
,"3","5","136","0","2022-09-29T19:00:25.000Z"
"3362","4","16","133","0","2022-09-29T16:19:48.000Z"
,"16","14","563","0","2022-09-28T19:06:31.000Z"
,"5","11","197","2","2022-09-28T16:38:04.000Z"
,"1","18","190","0","2022-09-27T21:00:19.000Z"
"3999","4","7","74","1","2022-09-27T15:40:38.000Z"
,"4","26","212","1","2022-09-26T19:46:04.000Z"
,"2","8","87","0","2022-09-26T16:02:56.000Z"
,"1","17","199","0","2022-09-25T19:00:13.000Z"
"4954","2","23","138","3","2022-09-25T14:15:57.000Z"
,"5","15","304","0","2022-09-24T14:00:23.000Z"
,"6","17","155","0","2022-09-23T21:00:19.000Z"
"5584","4","6","77","0","2022-09-23T18:22:45.000Z"
"4307","1","24","127","3","2022-09-23T14:24:53.000Z"
,"4","16","157","0","2022-09-22T16:14:14.000Z"
,"1","7","117","0","2022-09-21T19:59:34.000Z"
"5198","2","13","123","2","2022-09-21T16:05:38.000Z"
,"1","19","161","1","2022-09-20T21:49:03.000Z"
"10466","6","24","204","1","2022-09-20T19:40:50.000Z"
"7966","5","47","305","1","2022-09-20T13:01:18.000Z"
,"2","6","139","2","2022-09-19T19:00:28.000Z"
"7508","8","28","195","0","2022-09-19T14:46:50.000Z"
,"2","6","125","0","2022-09-18T19:00:12.000Z"
"6021","7","8","119","1","2022-09-18T13:30:46.000Z"
"3220","2","6","73","2","2022-09-17T18:00:50.000Z"
"5066","5","12","113","1","2022-09-17T13:01:11.000Z"
"3096","6","10","59","1","2022-09-16T18:31:24.000Z"
,"3","7","32","0","2022-09-16T15:18:49.000Z"
"4569","6","8","79","1","2022-09-16T13:01:45.000Z"
,"2","8","33","0","2022-09-14T18:33:43.000Z"
"6155","7","36","186","11","2022-09-15T13:28:25.000Z"
,"4","13","75","1","2022-09-14T13:13:37.000Z"
,"3","9","40","0","2022-09-14T13:09:31.000Z"
,"1","17","91","4","2022-09-14T13:01:34.000Z"
,"15","7","614","3","2022-09-14T14:34:18.000Z"
,"2","2","12","0","2022-09-14T13:02:56.000Z"
"8381","17","86","235","26","2022-09-14T13:05:41.000Z"
"7952","10","39","178","14","2022-09-13T13:02:15.000Z"
"24653","19","130","424","95","2022-09-12T13:15:19.000Z"
,"4","21","246","1","2022-09-11T21:30:05.000Z"
,"2","41","416","0","2022-09-11T18:15:03.000Z"
"10189","4","16","202","1","2022-09-11T13:47:42.000Z"
,"1","23","232","0","2022-09-10T19:06:04.000Z"
"7157","4","27","165","2","2022-09-10T13:30:59.000Z"
,"3","18","195","0","2022-09-09T19:52:04.000Z"
"9074","4","23","189","5","2022-09-09T16:23:47.000Z"
,"7","25","359","2","2022-09-08T20:20:16.000Z"
"5653","5","11","113","1","2022-09-08T16:52:42.000Z"
,"3","11","233","0","2022-09-07T16:15:12.000Z"
,"3","2","17","0","2022-09-06T16:57:35.000Z"
"4556","2","17","108","1","2022-09-06T19:05:56.000Z"
