"view_count","reply_count","retweet_count","favorite_count","quote_count","created_at"
"71074151","12198","19574","240734","3448","2023-02-24T06:01:12.000Z"
"97747460","12009","11156","174317","1604","2023-02-23T07:42:07.000Z"
"6119592","1322","3428","29749","217","2023-02-23T04:13:31.000Z"
"5342832","1473","2154","22835","211","2023-02-23T03:21:24.000Z"
"6479274","517","1343","14180","63","2023-02-23T02:21:00.000Z"
"5734886","2441","3447","17853","429","2023-02-22T19:30:32.000Z"
"93001607","28190","44813","587770","5742","2023-02-22T17:04:13.000Z"
"6167919","1707","1412","19259","93","2023-02-22T09:44:00.000Z"
"50174321","12778","16951","225630","2150","2023-02-22T09:40:41.000Z"
"5016578","1567","1910","28559","148","2023-02-22T09:22:40.000Z"
"41989538","8760","14958","166948","1538","2023-02-22T09:20:03.000Z"
"5917534","1103","3402","19943","708","2023-02-22T00:40:28.000Z"
"60766778","2832","4230","50590","340","2023-02-21T23:30:47.000Z"
"6205568","971","3361","32676","173","2023-02-19T17:16:00.000Z"
"91081734","44610","40892","631308","8568","2023-02-21T19:41:44.000Z"
"55295986","3123","3970","44670","203","2023-02-21T17:27:42.000Z"
"72811778","7439","10168","85522","733","2023-02-19T21:20:19.000Z"
"52395759","3888","3956","46935","156","2023-02-19T21:18:49.000Z"
"10158116","5549","4581","113293","704","2023-02-19T18:56:39.000Z"
"56421818","7579","17943","273072","1262","2023-02-19T18:51:50.000Z"
"35934098","4810","9181","101840","754","2023-02-19T18:39:06.000Z"
"7830890","907","2438","20083","148","2023-02-17T21:37:39.000Z"
"35490160","4327","4270","67881","407","2023-02-19T10:44:00.000Z"
"66090434","15704","31245","501059","2677","2023-02-19T09:59:41.000Z"
"53805781","3212","9978","64624","352","2023-02-19T02:42:42.000Z"
"53382754","5146","5243","52421","1674","2023-02-18T21:37:03.000Z"
"70730819","17938","33869","475072","3906","2023-02-18T21:19:27.000Z"
"48208356","10927","16447","175539","1747","2023-02-18T08:30:50.000Z"
"6230858","1311","3460","27725","168","2023-02-18T04:32:21.000Z"
"56545473","3112","5115","74309","312","2023-02-18T04:04:37.000Z"
"4532346","695","2399","18268","164","2023-02-17T20:43:14.000Z"
"5693417","912","3212","33803","156","2023-02-17T22:55:13.000Z"
"37840680","6088","7966","122748","652","2023-02-17T23:38:43.000Z"
